ID,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10
SAI40,0.201,0.197,0.171,0.187,0.199,0.221,0.2,0.198,0.218,0.183
