ID,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10
SAI40,3.118,2.955,2.983,3.345,3.198,3.087,3.221,2.979,3.131,3.11
