ID,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10
SAI40,2.868,2.926,3.167,3.016,2.921,2.821,2.856,2.918,2.774,3.004
