ID,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10
SAI40,0.171,0.189,0.188,0.15,0.166,0.172,0.16,0.189,0.171,0.177
